Ordem,NIF ,Nome ,E-mail,URL 
724,505600986,"A. MARTINS DA SILVA - MEDIAÇÃO DE SEGUROS, LDA",antoniosilva@amartinsdasilva.pt,www.amartinsdasilva.pt
725,510963919,"VANESSA FERNANDES & JC NUNES - MEDIAÇÃO DE SEGUROS, LDA",escritorio.seguros@gmail.com,
726,508688086,"ENTREPARENTES - SOCIEDADE DE MEDIAÇÃO SEGUROS, LDA",geral@entreparentes.pt,www.entreparentes.pt
727,506902773,"BISPO - MEDIAÇÃO DE SEGUROS, LDA",ruibispo@bisposeguros.pt,www.bisposeguros.pt
728,505554356,"RUI BORDADÁGUA - MEDIAÇÃO SEGUROS, LDA",,
729,508531942,"PENEDO & GASPAR - MEDIAÇÃO DE SEGUROS E ENGENHARIA, LDA",elsa.penedogaspar@gmail.com,
730,516743775,"PROTECTVIS - MEDIAÇÃO DE SEGUROS, LDA",tiagosantos@protectvis.pt,
731,507799844,"JOÃO PEREIRA SILVA - MEDIAÇÃO DE SEGUROS, LDA",geral@jpsseguros.com,www.jpsseguros.com
732,509804306,"GUIDO FERREIRA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",guidoferreira.seguros@gmail.com,
733,509124208,"GAMEIRO E AGAPITO - MEDIAÇÃO DE SEGUROS, LDA",geral@gameiroseguros.pt,www.gameiroseguros.pt
734,510012973,"HERNÂNI LEITE SILVA - SEGUROS, LDA",geral@hernaniseguros.com,www.hernaniseguros.com
735,510491820,"SEPTOR - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",seguros@septor.pt,www.septor.pt
736,510297463,"P & M PINTO - MEDIAÇÃO DE SEGUROS, LDA",pinto-seguros@sapo.pt,
737,509981950,"GAPEVAL SEGUROS - MEDIAÇÃO, LDA",gapeval@gapeval.pt,www.gapeval.pt
738,514939052,"GONÇALVES FERNANDES & CAMPOS CABRAL, LDA",geral@segurosis.pt,
739,510359035,"LAURA BESSA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",lojaibseia@gmail.com,
740,510304397,"JORGE FILIPE - MEDIAÇÃO DE SEGUROS, LDA",jorge.filipe@jfseguros.pt,
741,509835260,"PEDRO MIRANDA - MEDIAÇÃO DE SEGUROS, LDA",pedro.semil@sapo.pt,
742,510904564,"AHDL - MEDIAÇÃO DE SEGUROS, LDA",antonio.lourenco@ahdl.pt,www.ahdl.pt
743,509592996,"CARLOS - SEGUROS, SOCIEDADE DE MEDIAÇÃO, LDA",geral@carlos-seguros.pt,www.carlos-seguros.pt
744,509957846,"GOSAC - MEDIAÇÃO DE SEGUROS, LDA",,
745,509856608,"SIGMA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@sigma-seguros.pt,www.sigma-seguros.eu
746,515597660,"KIRILOSEG - MEDIAÇÃO DE SEGUROS, LDA",,
747,515193160,"SPR - AGENTE DE SEGUROS, LDA",silvajoaomanuel1@gmail.com,
748,513755730,"SUSANA MOREIRA & NUNO COSTA PEREIRA, LDA",,
749,509905633,"RISCOS & SOLUÇÕES - MEDIAÇÃO DE SEGUROS, LDA",ruipedrosousa@sapo.pt,
750,510563490,"MANUEL AZEVEDO & ANA CLÁUDIA, LDA",,
751,506080617,"EDGAR SILVA - MEDIAÇÃO DE SEGUROS, LDA",edgarsilva.medseguros@gmail.com,
752,514756624,"MESTRE & CRISTINA - MEDIAÇÃO DE SEGUROS, LDA",,
753,514135727,"C C LOUREIRO MEDIAÇÃO DE SEGUROS, LDA",geral@loureiroseguros.com,
754,503999873,"MEDI 3 - SOCIEDADE MEDIADORA DE SEGUROS, LDA",geral@medi3.pt,
755,510521339,"CONCEISEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.conceiseguros.pt
756,514643307,"FMED, UNIPESSOAL, LDA",geral@fonsecaseguros.com,www.fonsecaseguros.com
757,514967390,"VERSÃO NÍTIDA - MEDIAÇÃO DE SEGUROS, LDA",carlosmarques@euseguro.pt,
758,509980937,"DECISÃO IDEAL - MEDIAÇÃO DE SEGUROS, LDA",anabelapires.seguros@gmail.com,
759,508433525,"DECISÃO TRANQUILA - MEDIAÇÃO DE SEGUROS E GESTÃO DOCUMENTAL, LDA",,
760,509661718,"ADICIONAL - MEDIAÇÃO DE SEGUROS, LDA",geral@adicionalseguros.com,www.adicionalseguros.com
761,513345590,"MARÇAL SEGUROS, LDA",marcalseguros.fm@gmail.com,www.marcalseguros.com
762,513091696,"DUAMAR SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",dfranco@villasboas.pt,
763,509702376,"MARIA DE LURDES & SANDRA VAZ - MEDIAÇÃO DE SEGUROS, LDA",mlsv.mediacaoseguros@gmail.com,
764,506910911,"RIBEIRO & VAZ - MEDIAÇÃO DE SEGUROS, LDA",iblojaserta@gmail.com,
765,510261094,"FILIPE ÁLVARO GONÇALVES OLIVEIRA, LDA",silvia.cardoso@fagoseguros.pt,
766,517448645,"TEOTÓNIO SANTOS - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,
767,516259830,"SEGUROS DO MIRA II - CONSULTORIA E MEDIAÇÃO DE SEGUROS, LDA",joaopscruz@segurosdomira.pt,www.segurosdomira.pt
768,508268915,"CARLOS JORGE OLIVEIRA - MEDIAÇÃO DE SEGUROS, LDA",geral@oliveconta.com,www.oliveconta.com
769,510120237,"RCALVES - MEDIAÇÃO SEGUROS, LDA",rogerio@rcalves.com,www.segurosmais.pt
770,513233857,"ELEUTÉRIO TEIXEIRA - MEDIAÇÃO DE SEGUROS, LDA",,www.etseguros.com
771,510252150,"SUBLIMERESUMO, LDA",sublimeresumo@gmail.com,
772,513312021,"JOSÉ ESTEVES, LDA",,www.estevesseguros.pt
773,508995663,"LUIS MENDES ROQUE, LDA",luisroque.seguros@gmail.com,roq-seguros.pt
774,504749650,"SEGAREOSA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",segareosa@gmail.com,
775,515170860,"PAULA MESTRE, UNIPESSOAL, LDA",paulammestre@sapo.pt,
776,504326830,"MEDISIL - MEDIAÇÃO DE SEGUROS, LDA",medisil@medisil.pt,
777,514556676,"ARTUR GARCIA - MEDIAÇÃO DE SEGUROS, LDA",,www.arturgarcia.pt
778,509685455,"ABÍLIO & BRUNO SIMÕES MEDIAÇÃO DE SEGUROS, LDA",bruno.simoes@ass-seguros.pt,
779,502209763,"GNC CAPITAL, LDA",gnc@gncseguros.com,www.gncseguros.com
780,514661666,"INSUR4CREDIT - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
781,510462103,"ALEGRE MEDIAÇÃO SEGUROS, UNIPESSOAL, LDA",,
782,506623769,"PAULA ALMEIDA CARDOSO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",paulacardososeguros@gmail.com,www.senhorinhoseguros.com
783,510981429,"DOMINGOS VIANA PEREIRA, LDA",,
784,513548432,"LAHER - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",mahomed.laher@laher.pt,
785,503310182,"DAVI - MEDIAÇÃO DE SEGUROS, LDA",geral@daviseguros.pt,www.daviseguros.pt
786,514716223,"MOUTA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
787,515140074,"CARVALHO & FERREIRA - MEDIAÇÃO DE SEGUROS, LDA",lf_seguros@sapo.pt,
788,510832296,"ASBENTO SEGUROS - SOCIEDADE DE MEDIAÇÃO, LDA",asbentoseguros@gmail.com,
789,507412354,"P.M. GARCIA - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",,
790,506325830,"NUNO MARTINHO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",nuno.martinho.seguros@gmail.com,
791,513028790,"MMLC - MEDIAÇÃO DE SEGUROS, LDA",damaral@villasboas.pt,
792,503406970,"MCBR - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",geral@mcbrseguros.pt,www.mcbrseguros.pt
793,506982882,"VICTOR - MEDIAÇÃO DE SEGUROS, LDA",pedrocosta@victor-seguros.pt,
794,509303315,"DOCAUTO - MEDIAÇÃO DE SEGUROS, LDA",vilaverde@docauto.com.pt,www.docauto.com.pt
795,513050728,"ALMV - CONSULTORIA, UNIPESSOAL, LDA",almv.consultorialisboa@gmail.com,
796,506636020,"JOÃO VERÍSSIMO, UNIPESSOAL, LDA",geral@joaoverissimo.pt,www.joaoverissimoimobiliaria.pt
797,509068251,"LOPES & MATIAS - MEDIAÇÃO DE SEGUROS, LDA",geral@lmseguros.pt,
798,514160934,"PRÓXIMIDEIA, LDA",proximideia@gmail.com,
799,507690770,"HURIGO - MEDIAÇÃO SEGUROS, UNIPESSOAL, LDA",geral.hurigo@gmail.com,hurigo.allianz.pt
800,516207563,"MÁRIO REBELO SEQUEIRA, UNIPESSOAL, LDA",,
801,509307213,"LUCIANO FIGUEIREDO MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",luciano1964figueiredo@gmail.com,
802,506127737,"RIDACTIVA - MEDIAÇÃO SEGUROS, LDA",rui.garcia@agentegeral.ageas.pt,
803,505640651,"FAFESEGUROS - AURORA & JOÃO MEDIAÇÃO DE SEGUROS, LDA",fafeseguros@fafeseguros.pt,www.fafeseguros.pt
804,508764300,"CLIENTÍSSIMO - MEDIAÇÃO DE SEGUROS, LDA",deolinda@clientissimo.pt,
805,507069846,"ALBERTO DE SOUSA LOPES, UNIPESSOAL, LDA",info@asl-sn.pt,www.asl-sn.pt
806,507553179,"MARIANA ALMEIDA - MEDIAÇÃO DE SEGUROS, LDA",mariana.almeida.seguros@sapo.pt,www.marianaalmeidaseguros.pt
807,501410325,"UNISEGUROS - CORRETORES DE SEGUROS, LDA",geral@uniseguros.pt,www.uniseguros.pt
808,509306012,"ELSA SEGUROS - MEDIAÇÃO, LDA",geral@elsaseguros.pt,
809,507073088,"FLAVISEGUROS - GABINETE DE MEDIAÇÃO DE SEGUROS, LDA",jmpconsultores@gmail.com,
810,513344225,"ANDRESEN PORTELA - MEDIAÇÃO DE SEGUROS, LDA",,
811,508673240,"VASCO LOPES - MEDIAÇÃO DE SEGUROS, LDA",,
812,507116968,"JOÃO MACEDO - MEDIAÇÃO DE SEGUROS, LDA",macedoseguros@hotmail.com,
813,513568271,"JOÃO C FERREIRA, LDA",jcferreiralda@sapo.pt,
814,515578444,"FORTE - MEDIAÇÃO DE SEGUROS, LDA",rui.forte@forteseguros.pt,www.forteseguros.pt
815,509440266,"SEGURWEB - MEDIAÇÃO DE SEGUROS, LDA",geral@segurweb.pt,
816,513782761,"QUESTÃOPRUDENTE, LDA",jemos@daoseguros.com,
817,509766633,"PAULO RAMALHO - MEDIAÇÃO DE SEGUROS, LDA",iblojaermesinde@gmail.com,
818,508083230,"XIS MEDIAÇÃO DE SEGUROS, LDA",geral@xseguros.pt,www.xseguros.pt
819,508559820,"MEDINSURANCE - SOCIEDADE DE MEDIAÇÃO, LDA",medinsurance@sapo.pt,
820,509038760,"ANTÓNIO RIBEIRO, MEDIAÇÃO DE SEGUROS, LDA",ribeiro.seguros@sapo.pt,
821,509693580,"LAURENTINA ÁGUEDA , LDA",laurentina.agueda@sapo.pt,
822,514005475,"CÉLIA SACRAMENTO TORRES, UNIPESSOAL, LDA",cesar_neves@sapo.pt,
823,509855989,"SGP - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",silvestre.pereira@agentegeral.ageas.pt,
824,504130668,"JOSÉ MIGUEL DE LIMA - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",jmlima.seguros@sapo.pt,
825,508772052,"MEDIGOL - MEDIAÇÃO DE SEGUROS, LDA",,www.medigol.pt
826,502537353,"RODRIGO MONTEIRO, LDA",,
827,515620190,"SEGUROS & SOLUÇÕES 2019 - MEDIAÇÃO DE SEGUROS, LDA",alice@segurosesolucoes.pt,
828,510479987,"PAULO ALEXANDRE PEREIRA, CONSULTORIA E MEDIAÇÃO DE SEGUROS, LDA",paulo.pereira@ppseguros.pt,
829,508070562,"NOTABILEX - SEGUROS E SERVIÇOS, LDA",notabilex@gmail.com,
830,509396267,"PRILIAGE - MEDIAÇÃO DE SEGUROS, LDA",mariafatima.santos@agentegeral.ageas.pt,
831,508460280,"A.C.MORAIS - MEDIAÇÃO DE SEGUROS, LDA",geral@acmorais.com,www.acmorais.com
832,509733662,"ATUALMED SEGUROS - GESTÃO E MEDIAÇÃO DE SEGUROS, LDA",paulo.baltazar@atualmed.com,www.atualmed.com
833,513187138,"ALMEIDA MIRANDA, MEDIAÇÃO DE SEGUROS, LDA",almeidamirandaseguros@gmail.com,
834,513342818,"PAULO LOUREIRO - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",geral@pauloloureiro.pt,www.pauloloureiro.pt
835,510059376,"FIDALGO MONTEIRO - MEDIAÇÃO DE SEGUROS, LDA",,
836,508774357,"ELMANO MONTEIRO - MEDIAÇÃO DE SEGUROS, LDA",elmano.seguros@sapo.pt,www.elmanoseguros.pt
837,506356566,"J CARNEIRO - CONSULTORES DE SEGUROS, LDA",geral@jcarneiroseguros.com,
838,509586970,"JLPI - MEDIAÇÃO DE SEGUROS E PROMOÇÃO IMOBILIÁRIA, LDA",jorge.fidalgo.lourenco@gmail.com,www.jlpi.pt
839,515669105,"CARAVELA ERUDITA - DISTRIBUIÇÃO DE SEGUROS, LDA",,
840,509708730,"ANTÓNIO RICARDO DA SILVA CORREIA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",correia.seguros@gmail.com,
841,510584985,"ARUNCA MAIS - MEDIAÇÃO DE SEGUROS, LDA",aruncamaisgeral@gmail.com,
842,505782740,"CONSTÂNCIO - MEDIAÇÃO DE SEGUROS, LDA",constancio.lda@gmail.com,
843,510920420,"SEGURANÇA360 - MEDIAÇÃO DE SEGUROS, LDA",,
844,515504114,"TRAJETO ATENTO, LDA",joaoandrade@dscredito.pt,
845,502057181,"NOGUEIRA - MEDIADORES DE SEGUROS, LDA",nogueiramediadoresseguros@gmail.com,
846,509310370,"A.PAIVA CORREIA - MEDIAÇÃO DE SEGUROS, LDA",apaivacorreiaseguros@outlook.pt,
847,513688366,"AGUIAR SEGUROS, MEDIAÇÃO DE SEGUROS, LDA",geral.aguiarseguros@gmail.com,www.aguiarseguros.pt
848,513113290,"SEGWORLD, LDA",geral@segworld.pt,
849,506152677,"CARVALHEIRA & ASSOCIADO - MEDIAÇÃO DE SEGUROS, LDA",carvalheiraassociadobeja@carvalheira.pt,www.carvalheira.pt
850,510754716,"O.A.K.MEDIAÇÃO DE SEGUROS, LDA",geral@oakseguros.pt,www.oakseguros.pt
851,513036822,"CSSEG - MEDIAÇÃO DE SEGUROS, LDA",,
852,502624825,"CRISTINA PEREIRA - MEDIADORES DE SEGUROS, LDA",cpereira@cristinapereira.pt,
853,508138663,"PAULO MARQUES - MEDIADOR DE SEGUROS, LDA",paulomjmarques@gmail.com,
854,501990909,"MSL - MEDIADORA DE SEGUROS DO LIMA, LDA",msl.seguros@sapo.pt,www.mslseguros.pt
855,504650912,"CAIS DO FAROL - MEDIAÇÃO DE SEGUROS, LDA",info@caisdofarol.com,www.caisdofarol.com
856,515181730,"N & A - MEDIAÇÃO DE SEGUROS, LDA",comercial@naseguros.pt,
857,515504904,"JAL - MEDIAÇÃO DE SEGUROS, LDA",,
858,506120678,"AUGUSTO & RODRIGUES - MEDIAÇÃO SEGUROS, LDA",geral@augustorodrigues.pt,www.augustorodrigues.pt
859,510547222,"EXPERIÊNCIA SEGUROS, LDA",,
860,505520257,"CARDOSO & PAULO - MEDIAÇÃO DE SEGUROS, LDA",cardoso.pauloseguros@sapo.pt,www.cardosoepauloseguros.pt
861,507762770,"ODULISSER - SEGUROS, SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@odulisser.pt,www.odulisser.pt
862,504309242,"JOAQUIM MENESES - MEDIAÇÃO DE SEGUROS, LDA",,
863,502836709,"GOMES & BORGES, LDA",gomeseborges@gmail.com,
864,502527307,"SIERA, LDA",a.reis.filhos.lda@agentegeral.ageas.pt,siera.pt
865,510493696,"PORFÍRIO FANGUEIRO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",info@porfirioseguros.pt,www.porfirioseguros.pt
866,503676748,"SEZI SEGUROS INSURANCE BROKER, LDA",geral@seziseguros.pt,www.seziseguros.pt
867,513815449,"CSPB - MEDIAÇÃO DE SEGUROS, LDA",,
868,510141080,"L & P - SOC. MEDIAÇÃO DE SEGUROS, LDA",lpmediacao@gmail.com,
869,509710301,"PAULO COSTA & MARIA MARTINS - MEDIAÇÃO DE SEGUROS, LDA",,
870,513384308,"SCGS - SOCIEDADE DE MEDIAÇÃO SEGUROS, LDA",scgs.geral@hotmail.com,
871,510918131,"JLAB - CONSULTING, LDA",jlabconsultinglda@gmail.com,
872,513892109,"CARLOS DUARTE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",carlos.vduarte@gmail.com,
873,517070596,"CLARIDADE - MEDIAÇÃO DE SEGUROS, LDA",,
874,513174109,"CARLA SOFIA DOS ANJOS LOPES - MEDIAÇÃO DE SEGUROS, LDA",lopesc6@gmail.com,
875,512108242,"JAPR - COMPRA, VENDA E ARRENDAMENTO DE BENS IMOBILIÁRIOS, LDA",geral@japr.pt,
876,510632653,"OHPSEGUROS, UNIPESSOAL, LDA",,
877,510762450,"NUNO GONÇALO CARVALHO, MEDIAÇÃO DE SEGUROS, LDA",nuno.goncalo.carvalho@gmail.com,
878,515332755,"RAPOSO GONÇALVES BAPTISTA - SEGUROS, UNIPESSOAL, LDA",,www.seguros-sines.pt
879,503943622,"PINTO LOPES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pintolopes@pinto-lopes.com,www.pinto-lopes.com
880,513463615,"M.L.R.SANTOS, UNIPESSOAL, LDA",info@casinhasseguros.pt,www.casinhasseguros.pt
881,510201741,"CÁTIA PACHECO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",catia.pacheco@ageas.pt,
882,509728197,"ACORDO SEGURO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",bruno.acordoseguro@gmail.com,www.acordoseguro.pt
883,506587274,"IF - MEDIAÇÃO DE SEGUROS, LDA",isabel.figueiredo@ifseguros.pt,
884,509703771,"RICARDO SANTOS GASPAR - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
885,513202218,"CERVEIRA PROTECT - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",diogo.costa.dc1@gmail.com,
886,516397656,"GORETI BARROSO, LDA",goreti.barroso@gmail.com,
887,505459043,"MESCONTA - MEDIAÇÃO DE SEGUROS, LDA",mesconta-seguros@sapo.pt,
888,516832760,"BR SEGUROS, UNIPESSOAL, LDA",brunorosaseguros@gmail.com,brunorosaseguros.wixsite.com
889,514283157,"EB MEDIAÇÃO DE SEGUROS, LDA",geral@ebseguros.pt,
890,504893416,"PAMPISEGUROS - MEDIAÇÃO DE SEGUROS, LDA",pampiseguros@sapo.pt,
891,515362514,"FIDSEGUR, LDA",geral@fidseguros.pt,
892,515535826,"METHODUS - MEDIAÇÃO DE SEGUROS, LDA",,www.valmedis.pt
893,510477364,"ESCUDO, LDA",angeloouro@gmail.com,
894,505512963,"LAUREANO - MEDIAÇÃO DE SEGUROS, LDA",laureano-seguros@hotmail.com,
895,514501227,"17 - MEDIAÇÃO DE SEGUROS, LDA",rogerio.paulo.morato@gmail.com,
896,510045936,"AMADEU COELHO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",amadeucoelhoseguros@sapo.pt,
897,509040357,"PAULO PICOTO - MEDIAÇÃO E CONSULTADORIA DE SEGUROS, LDA",,
898,516258281,"RUI & RUSSO - CONSULTORES E MEDIADORES DE SEGUROS, LDA",mfr_fidelidade@outlook.pt,
899,515384593,"NSALVADOR - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.nsalvador.pt
900,510139230,"BONUSMALUS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",joaocosta.seguros@sapo.pt,
901,509633617,"VÍTOR GARISO - MEDIAÇÃO DE SEGUROS, LDA",vitor.gariso@gmail.com,
902,508341795,"OS - MEDIAÇÃO E CONSULTORES DE SEGUROS, LDA",geral@osseguros.pt,www.osseguros.pt
903,509660185,"JOAQUIM CASTRO - MEDIAÇÃO DE SEGUROS, LDA",,
904,505757826,"EG - MEDIAÇÃO DE SEGUROS, LDA",geral@eg-seguros.pt,www.eg-seguros.pt
905,503704199,"MEGA - MEDIAÇÃO DE SEGUROS, LDA",geral@megaseguros.pt,www.megaseguros.pt
906,508962960,"JOSCRITA II - MEDIAÇÃO SEGUROS, LDA",fatima.capitao@joscrita.pt,
907,509695558,"MÃO SEGURA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.maosegura.com
908,515419532,"MIGUEL CASEIRO PEREIRA, SOCIEDADE UNIPESSOAL, LDA",miguel.pereira.seguros@gmail.com,
909,514691158,"PREDICTABLE? RE, LDA",,
910,506649717,"VIEIRA & VIEIRA - MEDIAÇÃO DE SEGUROS, LDA",agencia_vieira@msn.com,www.vieira-vieira.com
911,515131636,"AGENSIOR CONSULTORES, LDA",geral@agensior.pt,
912,515326720,"FRANCISCO MEIRELES BARBOSA, UNIPESSOAL, LDA",francisco.barbosa@lfimovida.pt,
913,507757165,"JORGE MARQUES - MEDIAÇÃO DE SEGUROS, LDA",,
914,510970222,"SGS CAR - MEDIAÇÃO, LDA",,www.sgs-car.pt
915,513373446,"F. PINHEIRO, LDA",,
916,505986493,"LIZ INSURANCE - MEDIAÇÃO DE SEGUROS, LDA",,
917,508801176,"ESFER&CIDADE - GESTÃO DE SEGUROS, LDA",esfericidade@gmail.com,www.esfericidade.pt
918,507395735,"JOÃO DE DEUS RODRIGUES & ASSOCIADOS, LDA",ajoaorr@gmail.com,
919,510563554,"VÍTOR HUGO PAIS, UNIPESSOAL, LDA",geral@mediglobal.pt,
920,501295151,"SOMEFA - SOCIEDADE MEDIADORA DE SEGUROS DE FÁTIMA, LDA",,www.somefa.pt
921,514481820,"TRATASEG - MEDIAÇÃO DE SEGUROS, LDA",geral@trataseg.pt,www.trataseg.pt
922,508412579,"CAMELO - MEDIAÇÃO DE SEGUROS, LDA",,
923,507868943,"PLANALTO SEGURO - MEDIAÇÃO SEGUROS, LDA",contacto@planaltoseguro.com,www.planaltoseguro.com
924,510992803,"PEIXOTO - GESTÃO DE SEGUROS, LDA",,
925,503016608,"VALSEGUROS - MEDIADORES, LDA",valsegurosmediadores@sapo.pt,
926,515666785,"SEGURMARANUS - MEDIAÇÃO DE SEGUROS, LDA",geral@segurmaranus.pt,www.segurmaranus.pt
927,504369989,"ANTÓNIO GARCIA - MEDIADOR DE SEGUROS, LDA",,
928,508430780,"GENTIL PINTO E FERNANDO DOMINGUES - MEDIAÇÃO DE SEGUROS, LDA",gentilseguros@gmail.com,
929,509806074,"RICARDO TORRÃO - MEDIAÇÃO DE SEGUROS, LDA",ricardo.torrao@rtseguros.com,
930,506037240,"BESEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",armando.carnica@agentegeral.ageas.pt,
931,513329684,"VMARQUES, LDA",,
932,508126827,"SEV - MEDIAÇÃO DE SEGUROS, LDA",,
933,502644940,"CLEMAR - MEDIAÇÃO DE SEGUROS, LDA",geral@clemarseguros.pt,www.clemarseguros.pt
934,513849050,"CBK PORTO - MEDIAÇÃO DE SEGUROS, LDA",seguros@cbkporto.pt,www.cbk.pt
935,506419770,"HELENA & MIOLUDO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",helena.seguros@parceiros.tranquilidade.pt,
936,510109667,"NUNO REMA - MEDIAÇÃO DE SEGUROS, LDA",geral@nrseguros.pt,
937,507520505,"J.NEVES D.- CORRETOR DE SEGUROS, UNIPESSOAL, LDA",geral@jnevesseguros.com,www.jnevesseguros.com
938,509041892,"BEMPATENTE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
939,510100929,"SEGURESTRADA MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",carlosferreira52@sapo.pt,
940,515541117,"PAULA PEREIRA - MEDIAÇÃO DE SEGUROS, LDA",paula.pereira@parceiros.tranquilidade.pt,
941,510673970,"F.N. CATARINO - SEGUROS DE COIMBRA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
942,509865933,"GS2M - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",gs2m-seguros@sapo.pt,
943,515178543,"SOFIA JACINTO - MEDIAÇÃO DE SEGUROS, LDA",sofiaseguros.sj@gmail.com,www.sofiaseguros.pt
944,513451269,"IVO ALEXANDRE - MEDIAÇÃO DE SEGUROS, LDA",,
945,500026963,"ANTÓNIO VIEIRA BATISTA, LDA",,
946,507300254,"OBJECTIVO SEGURO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
947,514251085,"LUIS MIGUEL CRUZ - MEDIAÇÃO SEGUROS, SOCIEDADE UNIPESSOAL, LDA",,
948,515419869,"JC MADEIRA - MEDIAÇÃO DE SEGUROS, LDA",josemadeira.fidelidade@gmail.com,
949,510120288,"SEGBYLAG - MEDIAÇÃO DE SEGUROS, LDA",leandrogomes.mail@gmail.com,
950,510600859,"CÉLIA MARIA SIMÕES, LDA",seguros@celiasimoes.com,
951,506307751,"ECA-SEGUROS - AGÊNCIA DE SEGUROS, LDA",eca.seguros@gmail.com,
952,510193579,"ROMEU ALVES MEDIAÇÃO DE SEGUROS, LDA",romeu@sapo.pt,
953,508428831,"ANTÓNIO COELHO - MEDIAÇÃO DE SEGUROS, LDA",,
954,506568628,"SOCIEDADE DE MEDIAÇÃO DE SEGUROS, RUI DIAS, LDA",,
955,510198546,"ELSA ELÓI, LDA",,
956,510661270,"ESMERALDA SOUSA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",esmeralda.sousa@hotmail.com,
957,509754147,"HENRIQUE SANTOS, LDA",,
958,508024668,"SEGURCOURA - MEDIAÇÃO DE SEGUROS, LDA",segurcoura@gmail.com,
959,513996028,"PROUDGROUND - CONSULTORES DE SEGUROS, LDA",elsalico@forseg.pt,
960,513772960,"SEGURMATOS - MEDIAÇÃO DE SEGUROS, LDA",fidelidade.parede@gmail.com,
961,516415522,"EMC BROKER - MEDIAÇÃO DE SEGUROS, LDA",miguel.carvalho@mdsgroup.com,
962,510790410,"LUÍS RAMOS - AGENTE DE SEGUROS, LDA",,www.luisramoslda.pt
963,514239450,"SERGIO RUBIANES, MEDIAÇÃO DE SEGUROS, SOCIEDADE UNIPESSOAL, LDA",sergio.rubianes@gmail.com,
964,514239417,"ABÍLIO RAMOS, MEDIAÇÃO DE SEGUROS - SOCIEDADE UNIPESSOAL, LDA",abilio.ramos66@gmail.com,
965,510522904,"FIPED - MEDIAÇÃO DE SEGUROS, LDA",pedro.castro@fipedseguros.pt,
966,507823532,"PAULO ANDRADE - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",paulo.rodrigues.andrade@axa-seguros.pt,
967,510895662,"ALBERTO CARVALHO & PAULA CARVALHO - MEDIAÇÃO DE SEGUROS, LDA",,www.alberto-carvalho.com
968,514076275,"MIGUEL PAIXÃO - SEGUROS, UNIPESSOAL, LDA",seguros@miguelpaixao.pt,miguelpaixao.allianz.pt
969,502433965,"M.S.- MEDIADORES DE SEGUROS, LDA",ms.seguros@sapo.pt,www.msseguros.pt
970,505892049,"NUNO SANTOS - MEDIAÇÃO DE SEGUROS, LDA",galegas@gmail.com,
971,505981742,"EUGÉNIO CARVALHO - MEDIAÇÃO DE SEGUROS, LDA",,
